id,date,state_name,state_code,district_name,district_code,project,sector
18194,01-02-2025,Andhra Pradesh,28,Dr. B.R. Ambedkar Konaseema,747,7,69
18195,01-02-2025,Andhra Pradesh,28,East Godavari,505,7,59
18196,01-02-2025,Andhra Pradesh,28,Eluru,748,10,87
18197,01-02-2025,Andhra Pradesh,28,Guntur,506,6,58
18198,01-02-2025,Andhra Pradesh,28,Kakinada,746,9,78
18199,01-02-2025,Andhra Pradesh,28,Krishna,510,8,65
18200,01-02-2025,Andhra Pradesh,28,Kurnool,511,10,73
18201,01-02-2025,Andhra Pradesh,28,Nandyal,755,6,67
18202,01-02-2025,Andhra Pradesh,28,Ntr,749,6,53
18203,01-02-2025,Andhra Pradesh,28,Palnadu,751,9,83
18204,01-02-2025,Andhra Pradesh,28,Parvathipuram Manyam,743,10,86
18205,01-02-2025,Andhra Pradesh,28,Prakasam,517,13,119
18206,01-02-2025,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,13,117
18207,01-02-2025,Andhra Pradesh,28,Sri Sathya Sai,754,12,114
18208,01-02-2025,Andhra Pradesh,28,Srikakulam,519,16,131
18209,01-02-2025,Andhra Pradesh,28,Tirupati,752,12,97
18210,01-02-2025,Andhra Pradesh,28,Visakhapatnam,520,3,29
18211,01-02-2025,Andhra Pradesh,28,Vizianagaram,521,11,99
18212,01-02-2025,Andhra Pradesh,28,West Godavari,523,7,64
18213,01-02-2025,Andhra Pradesh,28,Y.S.R. Kadapa,504,13,92
18469,01-02-2025,Karnataka,29,Bagalkote,524,6,85
18470,01-02-2025,Karnataka,29,Ballari,528,4,47
18471,01-02-2025,Karnataka,29,Belagavi,527,14,209
18472,01-02-2025,Karnataka,29,Bengaluru Rural,526,4,43
18473,01-02-2025,Karnataka,29,Bengaluru South,631,5,53
18474,01-02-2025,Karnataka,29,Bengaluru Urban,525,6,94
18475,01-02-2025,Karnataka,29,Bidar,529,5,61
18476,01-02-2025,Karnataka,29,Chamarajanagar,531,5,56
18477,01-02-2025,Karnataka,29,Chikkaballapura,630,6,74
18478,01-02-2025,Karnataka,29,Chikkamagaluru,532,7,65
18479,01-02-2025,Karnataka,29,Chitradurga,533,7,88
18480,01-02-2025,Karnataka,29,Dakshina Kannada,534,7,82
18481,01-02-2025,Karnataka,29,Davanagere,535,5,64
18482,01-02-2025,Karnataka,29,Dharwad,536,6,58
18483,01-02-2025,Karnataka,29,Gadag,537,5,45
18484,01-02-2025,Karnataka,29,Hassan,539,8,85
18485,01-02-2025,Karnataka,29,Haveri,540,7,78
18486,01-02-2025,Karnataka,29,Kalaburagi,538,9,115
18487,01-02-2025,Karnataka,29,Kodagu,541,3,34
18488,01-02-2025,Karnataka,29,Kolar,542,6,79
18489,01-02-2025,Karnataka,29,Koppal,543,5,71
18490,01-02-2025,Karnataka,29,Mandya,544,8,89
18491,01-02-2025,Karnataka,29,Mysuru,545,9,107
18492,01-02-2025,Karnataka,29,Raichur,546,8,96
18493,01-02-2025,Karnataka,29,Shivamogga,547,7,85
18494,01-02-2025,Karnataka,29,Tumakuru,548,11,138
18495,01-02-2025,Karnataka,29,Udupi,549,4,48
18496,01-02-2025,Karnataka,29,Uttara Kannada,550,11,99
18497,01-02-2025,Karnataka,29,Vijayanagara,738,5,55
18498,01-02-2025,Karnataka,29,Vijayapura,530,7,86
18499,01-02-2025,Karnataka,29,Yadgir,635,4,50
18500,01-02-2025,Kerala,32,Alappuzha,554,15,87
18501,01-02-2025,Kerala,32,Ernakulam,555,23,109
18502,01-02-2025,Kerala,32,Idukki,556,13,55
18503,01-02-2025,Kerala,32,Kannur,557,21,94
18504,01-02-2025,Kerala,32,Kasaragod,558,12,41
18505,01-02-2025,Kerala,32,Kollam,559,21,93
18506,01-02-2025,Kerala,32,Kottayam,560,15,85
18507,01-02-2025,Kerala,32,Kozhikode,561,21,106
18508,01-02-2025,Kerala,32,Malappuram,562,29,130
18509,01-02-2025,Kerala,32,Palakkad,563,21,108
18510,01-02-2025,Kerala,32,Pathanamthitta,564,12,57
18511,01-02-2025,Kerala,32,Thiruvananthapuram,565,24,104
18512,01-02-2025,Kerala,32,Thrissur,566,23,115
18513,01-02-2025,Kerala,32,Wayanad,567,8,37
18689,01-02-2025,Puducherry,34,Karaikal,598,1,8
18690,01-02-2025,Puducherry,34,Mahe,,1,1
18691,01-02-2025,Puducherry,34,Puducherry,600,4,23
18692,01-02-2025,Puducherry,34,Yanam,,1,1
18763,01-02-2025,Tamil Nadu,33,Ariyalur,610,6,22
18764,01-02-2025,Tamil Nadu,33,Chengalpattu,730,8,49
18765,01-02-2025,Tamil Nadu,33,Chennai,568,16,73
18766,01-02-2025,Tamil Nadu,33,Coimbatore,569,18,48
18767,01-02-2025,Tamil Nadu,33,Cuddalore,570,14,71
18768,01-02-2025,Tamil Nadu,33,Dharmapuri,571,8,37
18769,01-02-2025,Tamil Nadu,33,Dindigul,572,15,63
18770,01-02-2025,Tamil Nadu,33,Erode,573,15,58
18771,01-02-2025,Tamil Nadu,33,Kallakurichi,729,9,40
18772,01-02-2025,Tamil Nadu,33,Kancheepuram,574,6,38
18773,01-02-2025,Tamil Nadu,33,Kanniyakumari,575,10,50
18774,01-02-2025,Tamil Nadu,33,Karur,576,8,26
18775,01-02-2025,Tamil Nadu,33,Krishnagiri,577,10,50
18776,01-02-2025,Tamil Nadu,33,Madurai,578,17,72
18777,01-02-2025,Tamil Nadu,33,Mayiladuthurai,735,5,19
18778,01-02-2025,Tamil Nadu,33,Nagapattinam,579,7,22
18779,01-02-2025,Tamil Nadu,33,Namakkal,580,16,57
18780,01-02-2025,Tamil Nadu,33,Perambalur,581,4,13
18781,01-02-2025,Tamil Nadu,33,Pudukkottai,582,13,86
18782,01-02-2025,Tamil Nadu,33,Ramanathapuram,583,11,42
18783,01-02-2025,Tamil Nadu,33,Ranipet,731,8,26
18784,01-02-2025,Tamil Nadu,33,Salem,584,22,91
18785,01-02-2025,Tamil Nadu,33,Sivaganga,585,12,43
18786,01-02-2025,Tamil Nadu,33,Tenkasi,733,11,34
18787,01-02-2025,Tamil Nadu,33,Thanjavur,586,16,60
18788,01-02-2025,Tamil Nadu,33,The Nilgiris,587,4,20
18789,01-02-2025,Tamil Nadu,33,Theni,588,9,34
18790,01-02-2025,Tamil Nadu,33,Thiruvallur,589,13,79
18791,01-02-2025,Tamil Nadu,33,Thiruvarur,590,10,34
18792,01-02-2025,Tamil Nadu,33,Thoothukkudi,594,13,54
18793,01-02-2025,Tamil Nadu,33,Tiruchirappalli,591,16,54
18794,01-02-2025,Tamil Nadu,33,Tirunelveli,592,10,32
18795,01-02-2025,Tamil Nadu,33,Tirupathur,732,7,31
18796,01-02-2025,Tamil Nadu,33,Tiruppur,634,14,44
18797,01-02-2025,Tamil Nadu,33,Tiruvannamalai,593,19,68
18798,01-02-2025,Tamil Nadu,33,Vellore,595,8,35
18799,01-02-2025,Tamil Nadu,33,Viluppuram,596,14,62
18800,01-02-2025,Tamil Nadu,33,Virudhunagar,597,12,47
18801,01-02-2025,Telangana,36,Adilabad,501,5,51
18802,01-02-2025,Telangana,36,Bhadradri Kothagudem,690,11,84
18803,01-02-2025,Telangana,36,Hanumakonda,686,3,32
18804,01-02-2025,Telangana,36,Hyderabad,507,5,37
18805,01-02-2025,Telangana,36,Jagitial,681,4,42
18806,01-02-2025,Telangana,36,Jangoan,689,3,27
18807,01-02-2025,Telangana,36,Jayashankar Bhupalapally,687,2,26
18808,01-02-2025,Telangana,36,Jogulamba Gadwal,695,3,29
18809,01-02-2025,Telangana,36,Kamareddy,685,5,48
18810,01-02-2025,Telangana,36,Karimnagar,508,4,31
18811,01-02-2025,Telangana,36,Khammam,509,7,74
18812,01-02-2025,Telangana,36,Kumuram Bheem Asifabad,699,5,40
18813,01-02-2025,Telangana,36,Mahabubabad,688,5,58
18814,01-02-2025,Telangana,36,Mahabubnagar,512,4,48
18815,01-02-2025,Telangana,36,Mancherial,684,4,38
18816,01-02-2025,Telangana,36,Medak,513,4,42
18817,01-02-2025,Telangana,36,Medchal Malkajgiri,700,3,32
18818,01-02-2025,Telangana,36,Mulugu,720,4,27
18819,01-02-2025,Telangana,36,Nagarkurnool,694,5,46
18820,01-02-2025,Telangana,36,Nalgonda,514,9,82
18821,01-02-2025,Telangana,36,Narayanpet,721,3,29
18822,01-02-2025,Telangana,36,Nirmal,680,4,37
18823,01-02-2025,Telangana,36,Nizamabad,516,5,59
18824,01-02-2025,Telangana,36,Peddapalli,682,3,28
18825,01-02-2025,Telangana,36,Rajanna Sircilla,683,2,24
18826,01-02-2025,Telangana,36,Ranga Reddy,518,7,63
18827,01-02-2025,Telangana,36,Sangareddy,691,5,60
18828,01-02-2025,Telangana,36,Siddipet,692,5,47
18829,01-02-2025,Telangana,36,Suryapet,696,5,48
18830,01-02-2025,Telangana,36,Vikarabad,698,5,44
18831,01-02-2025,Telangana,36,Wanaparthy,693,3,23
18832,01-02-2025,Telangana,36,Warangal,522,3,37
18833,01-02-2025,Telangana,36,Yadadri Bhuvanagiri,697,4,36
18959,01-03-2025,Andhra Pradesh,28,Alluri Sitharama Raju,745,19,144
18960,01-03-2025,Andhra Pradesh,28,Anakapalli,744,9,75
18961,01-03-2025,Andhra Pradesh,28,Ananthapuramu,502,11,91
18962,01-03-2025,Andhra Pradesh,28,Annamayya,753,11,98
18963,01-03-2025,Andhra Pradesh,28,Bapatla,750,9,77
18964,01-03-2025,Andhra Pradesh,28,Chittoor,503,12,97
18965,01-03-2025,Andhra Pradesh,28,Dr. B.R. Ambedkar Konaseema,747,7,69
18966,01-03-2025,Andhra Pradesh,28,East Godavari,505,7,59
18967,01-03-2025,Andhra Pradesh,28,Eluru,748,10,87
18968,01-03-2025,Andhra Pradesh,28,Guntur,506,6,58
18969,01-03-2025,Andhra Pradesh,28,Kakinada,746,9,78
18970,01-03-2025,Andhra Pradesh,28,Krishna,510,8,65
18971,01-03-2025,Andhra Pradesh,28,Kurnool,511,10,73
18972,01-03-2025,Andhra Pradesh,28,Nandyal,755,6,67
18973,01-03-2025,Andhra Pradesh,28,Ntr,749,6,53
18974,01-03-2025,Andhra Pradesh,28,Palnadu,751,9,83
18975,01-03-2025,Andhra Pradesh,28,Parvathipuram Manyam,743,10,86
18976,01-03-2025,Andhra Pradesh,28,Prakasam,517,13,119
18977,01-03-2025,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,13,117
18978,01-03-2025,Andhra Pradesh,28,Sri Sathya Sai,754,12,114
18979,01-03-2025,Andhra Pradesh,28,Srikakulam,519,16,131
18980,01-03-2025,Andhra Pradesh,28,Tirupati,752,12,97
18981,01-03-2025,Andhra Pradesh,28,Visakhapatnam,520,3,29
18982,01-03-2025,Andhra Pradesh,28,Vizianagaram,521,11,99
18983,01-03-2025,Andhra Pradesh,28,West Godavari,523,7,64
18984,01-03-2025,Andhra Pradesh,28,Y.S.R. Kadapa,504,13,92
19240,01-03-2025,Karnataka,29,Bagalkote,524,6,85
19241,01-03-2025,Karnataka,29,Ballari,528,4,47
19242,01-03-2025,Karnataka,29,Belagavi,527,14,209
19243,01-03-2025,Karnataka,29,Bengaluru Rural,526,4,43
19244,01-03-2025,Karnataka,29,Bengaluru South,631,5,53
19245,01-03-2025,Karnataka,29,Bengaluru Urban,525,6,94
19246,01-03-2025,Karnataka,29,Bidar,529,5,61
19247,01-03-2025,Karnataka,29,Chamarajanagar,531,5,56
19248,01-03-2025,Karnataka,29,Chikkaballapura,630,6,74
19249,01-03-2025,Karnataka,29,Chikkamagaluru,532,7,65
19250,01-03-2025,Karnataka,29,Chitradurga,533,7,88
19251,01-03-2025,Karnataka,29,Dakshina Kannada,534,7,82
19252,01-03-2025,Karnataka,29,Davanagere,535,5,64
19253,01-03-2025,Karnataka,29,Dharwad,536,6,58
19254,01-03-2025,Karnataka,29,Gadag,537,5,45
19255,01-03-2025,Karnataka,29,Hassan,539,8,85
19256,01-03-2025,Karnataka,29,Haveri,540,7,78
19257,01-03-2025,Karnataka,29,Kalaburagi,538,9,115
19258,01-03-2025,Karnataka,29,Kodagu,541,3,34
19259,01-03-2025,Karnataka,29,Kolar,542,6,79
19260,01-03-2025,Karnataka,29,Koppal,543,5,71
19261,01-03-2025,Karnataka,29,Mandya,544,8,89
19262,01-03-2025,Karnataka,29,Mysuru,545,9,107
19263,01-03-2025,Karnataka,29,Raichur,546,8,96
19264,01-03-2025,Karnataka,29,Shivamogga,547,7,85
19265,01-03-2025,Karnataka,29,Tumakuru,548,11,138
19266,01-03-2025,Karnataka,29,Udupi,549,4,48
19267,01-03-2025,Karnataka,29,Uttara Kannada,550,11,99
19268,01-03-2025,Karnataka,29,Vijayanagara,738,5,55
19269,01-03-2025,Karnataka,29,Vijayapura,530,7,86
19270,01-03-2025,Karnataka,29,Yadgir,635,4,50
19271,01-03-2025,Kerala,32,Alappuzha,554,15,87
19272,01-03-2025,Kerala,32,Ernakulam,555,23,109
19273,01-03-2025,Kerala,32,Idukki,556,13,55
19274,01-03-2025,Kerala,32,Kannur,557,21,94
19275,01-03-2025,Kerala,32,Kasaragod,558,12,41
19276,01-03-2025,Kerala,32,Kollam,559,21,93
19277,01-03-2025,Kerala,32,Kottayam,560,15,85
19278,01-03-2025,Kerala,32,Kozhikode,561,21,106
19279,01-03-2025,Kerala,32,Malappuram,562,29,130
19280,01-03-2025,Kerala,32,Palakkad,563,21,108
19281,01-03-2025,Kerala,32,Pathanamthitta,564,12,57
19282,01-03-2025,Kerala,32,Thiruvananthapuram,565,24,104
19283,01-03-2025,Kerala,32,Thrissur,566,23,115
19284,01-03-2025,Kerala,32,Wayanad,567,8,37
19460,01-03-2025,Puducherry,34,Karaikal,598,1,8
19461,01-03-2025,Puducherry,34,Mahe,,1,1
19462,01-03-2025,Puducherry,34,Puducherry,600,4,23
19463,01-03-2025,Puducherry,34,Yanam,,1,1
19534,01-03-2025,Tamil Nadu,33,Ariyalur,610,6,22
19535,01-03-2025,Tamil Nadu,33,Chengalpattu,730,8,49
19536,01-03-2025,Tamil Nadu,33,Chennai,568,16,73
19537,01-03-2025,Tamil Nadu,33,Coimbatore,569,18,48
19538,01-03-2025,Tamil Nadu,33,Cuddalore,570,14,71
19539,01-03-2025,Tamil Nadu,33,Dharmapuri,571,8,37
19540,01-03-2025,Tamil Nadu,33,Dindigul,572,15,63
19541,01-03-2025,Tamil Nadu,33,Erode,573,15,58
19542,01-03-2025,Tamil Nadu,33,Kallakurichi,729,9,40
19543,01-03-2025,Tamil Nadu,33,Kancheepuram,574,6,38
19544,01-03-2025,Tamil Nadu,33,Kanniyakumari,575,10,50
19545,01-03-2025,Tamil Nadu,33,Karur,576,8,26
19546,01-03-2025,Tamil Nadu,33,Krishnagiri,577,10,50
19547,01-03-2025,Tamil Nadu,33,Madurai,578,17,72
19548,01-03-2025,Tamil Nadu,33,Mayiladuthurai,735,5,19
19549,01-03-2025,Tamil Nadu,33,Nagapattinam,579,7,22
19550,01-03-2025,Tamil Nadu,33,Namakkal,580,16,57
19551,01-03-2025,Tamil Nadu,33,Perambalur,581,4,13
19552,01-03-2025,Tamil Nadu,33,Pudukkottai,582,13,86
19553,01-03-2025,Tamil Nadu,33,Ramanathapuram,583,11,42
19554,01-03-2025,Tamil Nadu,33,Ranipet,731,8,26
19555,01-03-2025,Tamil Nadu,33,Salem,584,22,91
19556,01-03-2025,Tamil Nadu,33,Sivaganga,585,12,43
19557,01-03-2025,Tamil Nadu,33,Tenkasi,733,11,34
19558,01-03-2025,Tamil Nadu,33,Thanjavur,586,16,60
19559,01-03-2025,Tamil Nadu,33,The Nilgiris,587,4,20
19560,01-03-2025,Tamil Nadu,33,Theni,588,9,34
19561,01-03-2025,Tamil Nadu,33,Thiruvallur,589,13,79
19562,01-03-2025,Tamil Nadu,33,Thiruvarur,590,10,34
19563,01-03-2025,Tamil Nadu,33,Thoothukkudi,594,13,54
19564,01-03-2025,Tamil Nadu,33,Tiruchirappalli,591,16,54
19565,01-03-2025,Tamil Nadu,33,Tirunelveli,592,10,32
19566,01-03-2025,Tamil Nadu,33,Tirupathur,732,7,31
19567,01-03-2025,Tamil Nadu,33,Tiruppur,634,14,44
19568,01-03-2025,Tamil Nadu,33,Tiruvannamalai,593,19,68
19569,01-03-2025,Tamil Nadu,33,Vellore,595,8,35
19570,01-03-2025,Tamil Nadu,33,Viluppuram,596,14,62
19571,01-03-2025,Tamil Nadu,33,Virudhunagar,597,12,47
19572,01-03-2025,Telangana,36,Adilabad,501,5,51
19573,01-03-2025,Telangana,36,Bhadradri Kothagudem,690,11,84
19574,01-03-2025,Telangana,36,Hanumakonda,686,3,32
19575,01-03-2025,Telangana,36,Hyderabad,507,5,37
19576,01-03-2025,Telangana,36,Jagitial,681,4,42
19577,01-03-2025,Telangana,36,Jangoan,689,3,27
19578,01-03-2025,Telangana,36,Jayashankar Bhupalapally,687,2,26
19579,01-03-2025,Telangana,36,Jogulamba Gadwal,695,3,29
19580,01-03-2025,Telangana,36,Kamareddy,685,5,48
19581,01-03-2025,Telangana,36,Karimnagar,508,4,31
19582,01-03-2025,Telangana,36,Khammam,509,7,74
19583,01-03-2025,Telangana,36,Kumuram Bheem Asifabad,699,5,40
19584,01-03-2025,Telangana,36,Mahabubabad,688,5,58
19585,01-03-2025,Telangana,36,Mahabubnagar,512,4,47
19586,01-03-2025,Telangana,36,Mancherial,684,4,38
19587,01-03-2025,Telangana,36,Medak,513,4,42
19588,01-03-2025,Telangana,36,Medchal Malkajgiri,700,3,32
19589,01-03-2025,Telangana,36,Mulugu,720,4,27
19590,01-03-2025,Telangana,36,Nagarkurnool,694,5,46
19591,01-03-2025,Telangana,36,Nalgonda,514,9,82
19592,01-03-2025,Telangana,36,Narayanpet,721,3,29
19593,01-03-2025,Telangana,36,Nirmal,680,4,37
19594,01-03-2025,Telangana,36,Nizamabad,516,5,59
